ID	Fold Change
757.0	-0.134960059807266
11.0	-0.226105105223763
7763.0	0.0646407224090773
3431.0	-0.0683817327663974
8954.0	0.209517575229441
206.0	0.812386884145415
3401.0	-0.00244583228837314
2368.0	-0.0613900074270894
8826.0	0.00739501595784375
9072.0	-0.0511663755762157
6980.0	-0.620087878046832
7345.0	-0.0313396255469627
4985.0	0.448498255825278
625.0	-0.199613626003746
9110.0	0.22290568497214
1479.0	-0.0335932825508145
2817.0	-0.172726163033424
3741.0	-0.121847291598364
4805.0	-0.256743614510693
5660.0	0.168547217617984
3502.0	0.383065449675023
6415.0	-0.578363956613309
4664.0	-0.220741928352126
7825.0	0.0839757153580862
4069.0	0.22199829672358
1417.0	0.021673591156901
5022.0	0.120871841271171
4189.0	0.105473880135314
8728.0	-0.0916405439627503
9383.0	-0.241612505177358
1310.0	-0.279024416183944
4552.0	0.105787495066963
3433.0	0.162774540331636
2806.0	-0.123038684885255
9170.0	0.434726736876662
7394.0	-0.0955843514108601
2537.0	0.137069483579054
5980.0	0.0743662113211414
227.0	-0.0857180052948827
7779.0	-0.0805320999360184
1498.0	-0.327188166139361
8201.0	0.148690749130353
5223.0	0.0573961981501867
1332.0	0.0495449015649392
7008.0	0.131230400158781
6767.0	-0.0730988099456162
5312.0	-0.521643944198704
6212.0	0.102369145489948
5237.0	0.0959490805601284
3379.0	-0.0856655414847438
2520.0	0.0953121090091571
140.0	0.208893991153207
2874.0	-0.320651120206577
6030.0	0.175105032822529
6285.0	0.0781072547230544
7690.0	-0.125375415043031
2896.0	0.156424702392155
9007.0	0.202792747703818
3465.0	0.0556744355029757
5679.0	-0.262460533864633
5422.0	-0.1707693184634
9011.0	0.023506590761329
1494.0	-0.255277001898442
5803.0	0.0530048971023334
3367.0	-0.257769834069936
6672.0	-0.105744751135546
2755.0	-0.262452094028863
7820.0	0.000772136837642989
5688.0	-0.475298394035086
1199.0	-0.00822700060303916
2401.0	-0.167723380103844
2562.0	-0.0342702409015523
4888.0	-0.125217792480409
3896.0	0.157938084166741
1947.0	0.011309358490049
4439.0	-0.424696573886141
2442.0	-0.00179255188441729
6468.0	-0.167064340804554
4381.0	0.068207103188545
7447.0	0.0318478310171209
1049.0	-0.15577894867862
5253.0	0.161453884833232
6216.0	0.0187566206828791
272.0	-0.0803556633864808
5552.0	-0.173037923862125
1668.0	-0.108509994357831
2885.0	-0.277560222905557
1007.0	0.0284825091163334
217.0	0.0489645513305881
1286.0	0.399934538645432
7505.0	-0.24510761806021
3828.0	0.21047455562595
2006.0	0.353148754954788
3249.0	0.185791061394237
5342.0	-0.0221165643975887
7333.0	-0.0423190337087576
5259.0	-0.147197712015803
2692.0	0.0185945694808432
8572.0	-0.314867574592025
596.0	0.203064449790816
9392.0	-0.200142139256517
3854.0	-0.119100164582477
3945.0	0.130208567760249
1003.0	0.401287628535158
3349.0	-0.0843806028893717
1711.0	-0.130856222826072
1565.0	-0.133221120522855
8451.0	-0.0587310055249439
150.0	0.0386432871155584
9023.0	0.0867778589018542
8412.0	-0.227696110675517
6587.0	-0.0455236617941246
8794.0	-0.218726107221801
9197.0	0.0400356778639228
6131.0	-0.246754033885896
1787.0	-0.233426399840845
5631.0	-0.145555433027628
8518.0	-0.150387805177427
9316.0	-0.0193643948297222
7770.0	-0.203215287087833
1582.0	-0.213888337991065
8037.0	-0.791457627399367
255.0	0.0119061009285879
4277.0	0.0824654262908737
8342.0	-0.28033776235884
6827.0	0.141016803562579
3891.0	-0.0574358513378463
6807.0	0.124581230757752
420.0	-0.37038919968813
6919.0	0.135515065705299
7499.0	0.327577034960651
1116.0	0.0329422806339501
7073.0	-0.198509019983106
2781.0	-0.0932917026685161
7819.0	0.19964455788266
8694.0	-0.0116584682083882
7338.0	-0.326443020661376
6040.0	0.0218294875964133
2010.0	0.118635018459663
1559.0	-0.450992790352679
3176.0	-0.360611679824029
5762.0	-0.517829395859199
3403.0	-0.251985032434341
315.0	-0.167850125526051
1300.0	0.2334349443265
2575.0	-0.0593370031576868
6341.0	-0.290985139655874
8697.0	-0.247307489541434
6839.0	-0.328380483596295
9157.0	0.0616492362270797
9214.0	-0.106918132423797
2163.0	-0.296550944977234
4783.0	-0.148494737507534
5671.0	0.0757202625487849
1291.0	0.0599430950776458
4983.0	-0.431150593389013
9069.0	0.154345927168603
2608.0	0.39860784999911
8104.0	0.139616059266057
358.0	-0.0555339146580849
2212.0	-0.101485413903266
690.0	-0.017064537833793
5892.0	0.30207244596043
8094.0	0.367835470915122
5675.0	0.193084753035155
4851.0	0.00585701396810379
7017.0	-0.276797071373789
6830.0	-0.176448121470841
2041.0	-0.357621749981238
7879.0	0.0391569446160212
2086.0	-0.000207507004851948
2797.0	0.620362792762478
3143.0	-0.244546928861869
183.0	0.0590581287507135
3590.0	-0.146181608118429
4055.0	-0.30062967155682
4383.0	0.124107752192884
6327.0	-0.269905590386614
2056.0	0.0269297365740471
4813.0	0.15296604494533
7608.0	0.23228423600429
4596.0	-0.0184995686565586
3804.0	-0.257285158223322
3621.0	0.0268835577038473
2847.0	-0.109731460189828
5606.0	0.38315996511605
3689.0	0.041162016646922
2898.0	-0.0888761273674454
2265.0	0.131326908399458
2066.0	-0.157627417945346
1617.0	-0.00339642447556443
8667.0	-0.0331936049780346
8339.0	0.0221366786833102
4823.0	0.382289384818154
639.0	-0.162851437798523
