ID	Fold Change
3735.0	1.01547856341046
7305.0	-0.585688943190441
9873.0	1.15715877004868
6340.0	1.35416844662323
15835.0	0.95196077205922
6501.0	-0.917820156556191
12340.0	1.1505251594335
4624.0	0.697137514433315
12122.0	2.31684014349185
7597.0	-2.26253972641511
8809.0	-0.919441004766355
7303.0	-1.40146846574757
7852.0	0.627353425911071
12502.0	1.7028792905211
7730.0	-1.57912113362883
6459.0	0.985270729833122
14413.0	1.0165052168534
13607.0	0.633804561896913
13062.0	2.44380544465773
65.0	1.01762826802679
2855.0	-0.622884475226282
3625.0	0.63584203743698
10953.0	1.19318071303756
6571.0	1.22152615100577
2892.0	2.55832917848386
16002.0	-0.966803643033977
316.0	1.06429439741843
7599.0	1.93181181374259
13320.0	-0.74731778887374
278.0	1.52668496634551
3213.0	1.58140984542395
10304.0	3.19908975368535
15424.0	-1.3574320050555
1931.0	0.906865106922659
11023.0	-0.655725035451525
12731.0	1.55506177600443
7266.0	1.84592243459261
13641.0	1.4894774675976
15922.0	1.55888788957565
10162.0	1.23141970146856
14969.0	1.52806202767109
5631.0	-1.10382346771765
1598.0	1.45339056355794
11450.0	0.885791548395574
1125.0	-1.04999872713547
343.0	-1.50203226615787
2453.0	1.04434080696952
15630.0	-1.68792933900562
2834.0	0.867856876296219
5862.0	-1.02288753448497
14149.0	-2.05964379620777
3832.0	1.86933250374333
11167.0	1.50300635682554
10834.0	-0.792213198287602
10117.0	-0.635635050354036
12930.0	-0.990402313433457
9971.0	1.11845213558218
15625.0	2.33307235046758
1562.0	-0.791726332021142
12294.0	0.797172385867203
8997.0	0.665123990203966
6249.0	1.95951218671233
3806.0	2.12748448012962
15785.0	-0.880278407965989
13329.0	2.37136069346492
8313.0	-0.821881847559681
12854.0	-1.47928752551437
4045.0	2.09941266204264
2853.0	-0.848444735267556
10740.0	0.815607026986839
10377.0	-0.777349740496554
16127.0	0.777361665592256
13488.0	3.32750894283647
16265.0	2.13728074939848
25.0	-1.48583525839828
350.0	1.0558591625614
940.0	0.884708656494254
15696.0	0.656202044195613
1389.0	-1.38204456093006
13873.0	-1.5718722141345
12366.0	1.41896915086981
1685.0	0.753078427431902
7340.0	0.581035366226075
9569.0	0.886928497647947
6761.0	1.06079354679352
9204.0	-1.36381054589798
12598.0	-1.86144711629405
5422.0	-1.6979803803349
6908.0	2.01620350329898
7234.0	2.08255183193757
9648.0	0.608035040802456
10922.0	1.52492634576431
3073.0	0.906544192470388
5514.0	-0.964909858055755
13693.0	-1.3415613192304
4152.0	1.96421637068786
6826.0	-1.01885369374451
1010.0	1.47837046026764
4515.0	-1.94895791565018
15119.0	-1.42075643319642
4813.0	-0.984597094183211
9135.0	1.27840458313782
988.0	-0.7409573288041
8316.0	0.927337368857762
17274.0	-1.35992669414024
7830.0	-0.712729378320304
