ID	Fold Change	FDR
4314.0	-0.118603690257537	0.599746521704417
7290.0	0.58236137978219	0.0316915413655419
798.0	-0.089216587449517	0.899327507952938
6234.0	0.111998753946338	0.252045096231813
6665.0	0.341132453220354	0.056859407650308
6488.0	-0.324766200661394	0.575356871123888
2286.0	-0.254974871922187	0.0202183886837134
4402.0	-0.276564986099398	0.696619411550625
1447.0	0.364849572439322	0.133376391505873
6520.0	0.159472974299774	0.795271526974886
2294.0	-0.198228002179004	0.526499011558334
8777.0	0.121856103953188	0.732205599704907
4398.0	-0.0716455374255069	0.98257706984416
1913.0	-0.309898664594432	0.357399674869041
6327.0	-0.269905590386614	0.342163301234024
4226.0	0.2434847811456	0.819100391796844
3762.0	0.291923569669731	0.194279481076206
2517.0	0.00633331329309073	0.997454571635332
396.0	-0.00352958254322289	0.992446571440202
4176.0	0.0518297313165057	0.932698384708087
6361.0	-0.0721591903999403	0.863841044950925
7060.0	-0.180117239748185	0.289174050565853
1294.0	0.0206008787721288	0.968955847409854
2854.0	1.01192438933296	0.147044177931751
3907.0	0.104428694039903	0.828878701965368
7008.0	0.131230400158781	0.712403922379322
6056.0	0.578154638283621	0.636005046352428
5185.0	-0.187204225687903	0.779203289125577
723.0	0.279488837214984	0.61451795725385
5548.0	0.0814580278585524	0.97081969439094
1886.0	-0.604100874426216	0.00551597193787423
6802.0	0.429647727351846	0.391912382315263
2066.0	-0.157627417945346	0.48452751932772
901.0	0.0826882745930675	0.695783747601077
6460.0	-0.113853702684072	0.478169111557505
806.0	-0.336262012872147	0.432409467303036
5344.0	0.229867017992646	0.81374117003957
8817.0	-0.254649804872251	0.798626266595755
2238.0	-0.222287728130077	0.328311117296271
3251.0	0.55392017950085	0.220812592473982
7858.0	-0.133315135416062	0.908423610193684
1836.0	0.301034112722984	0.0905196545076206
1470.0	-0.0630397308487325	0.972476364321082
2562.0	-0.0342702409015523	0.837157109933092
7199.0	0.115501664982666	0.866501157638221
3164.0	-0.182985776061617	0.537497946691239
6804.0	-0.252971071000918	0.468281001740157
9185.0	0.09678914604903	0.665957103176058
2.0	-0.151507098830379	0.794346285776671
2651.0	0.0439632496000009	0.689177285909626
6136.0	-0.00580919696772497	0.999118741266213
1598.0	-0.495417844025241	0.00851810571300249
5174.0	0.0293406946832064	0.974032351224626
7754.0	-0.555572178577357	0.493821245224786
3765.0	0.0566395473132211	0.866619912221038
1998.0	0.13563421081653	0.314110928734061
8340.0	0.311676272692608	0.541803844101664
2186.0	0.141758848491147	0.630860883535416
1297.0	-0.331529948451049	0.280055417512206
2676.0	0.166845663434259	0.38570628078887
8685.0	0.0591032094858974	0.960482589132441
4409.0	-0.100779126416537	0.950171641226641
6705.0	-0.146459082885563	0.702270934998253
3749.0	0.358278082629525	0.371210858491673
8116.0	-0.0418707808762271	0.989903991133415
8377.0	-0.417594793094093	0.667117644144799
5196.0	-0.0580777680020326	0.682930509851095
4718.0	0.122590232878554	0.732474558988012
3734.0	0.364568094737766	0.0573185724652123
6943.0	0.147764086610014	0.78509637011064
17.0	0.153545983434981	0.880458915015051
642.0	-0.194519571242463	0.0860430197766947
6643.0	0.21834135201382	0.591722067155498
6482.0	0.346903612754808	0.108563927119449
8038.0	0.0761468211946799	0.956958474003652
736.0	-0.0900357938671696	0.873432244118593
7722.0	-0.206359121809534	0.92013940933477
8736.0	0.0077046522867299	0.9999420198158
509.0	-0.237341191337766	0.482493666399209
8041.0	-0.0227399381878506	0.967435842468453
2945.0	-0.179631650500284	0.0585780481463765
5262.0	-0.0518362765664762	0.987201895069975
3654.0	-0.104325270306749	0.98463729618899
6984.0	-0.098620887709572	0.859855729180997
7586.0	-0.062423684100402	0.969757016692449
3496.0	-0.592780603433599	0.514501876186137
1860.0	0.00353423727976221	0.994881374924726
605.0	0.0864417055197535	0.704437704870821
351.0	0.0554148930816076	0.942427606181318
306.0	0.0721310833732609	0.468778452650292
7094.0	0.138622014355999	0.319732897583298
5689.0	0.0675466815952746	0.890973836903579
5102.0	-0.0260417535692881	0.966613288998716
1418.0	0.0084809376187529	0.995649604612437
7710.0	-0.153142696929109	0.747445430559879
6440.0	0.189472749868134	0.940455384088276
7669.0	-0.909515857408717	0.003266395598573
1421.0	0.253552686365918	0.691176076950896
3643.0	-0.0517396158491117	0.326104078102918
2435.0	0.193868216506342	0.758987190254584
5076.0	-0.083405301072375	0.94795203783749
5734.0	0.198454167705428	0.867622217080746
6680.0	-0.0550491306115468	0.9624809666527
1414.0	0.261260604435552	0.650380635734251
5589.0	0.0768539237152019	0.733529415528613
